timestamp,user_id,ip,method,route,status_code,response_time_ms,event_type,message,severity,scenario,scenario_label
2026-05-25 21:50:45,normal_user_001,172.16.10.1,POST,/dashboard,200,472,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 21:55:01,normal_user_001,172.16.10.1,POST,/api/profile,200,633,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 21:58:13,normal_user_001,172.16.10.1,GET,/api/inventory,200,109,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-25 22:02:20,normal_user_001,172.16.10.1,GET,/api/students,200,335,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-25 22:06:16,normal_user_001,172.16.10.1,POST,/api/notifications,200,170,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 22:10:18,normal_user_001,172.16.10.1,POST,/login,201,635,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-25 22:15:02,normal_user_001,172.16.10.1,POST,/dashboard,200,576,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 22:18:48,normal_user_001,172.16.10.1,POST,/api/students,200,630,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 22:22:51,normal_user_001,172.16.10.1,POST,/dashboard/alumno,201,642,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-25 22:27:01,normal_user_001,172.16.10.1,POST,/api/students,200,498,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 22:30:55,normal_user_001,172.16.10.1,GET,/api/inventory,200,619,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-25 22:34:41,normal_user_001,172.16.10.1,GET,/dashboard/alumno,200,320,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 22:38:17,normal_user_001,172.16.10.1,GET,/,200,692,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-25 22:42:48,normal_user_001,172.16.10.1,POST,/api/notifications,200,315,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 22:46:13,normal_user_001,172.16.10.1,GET,/,200,324,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 22:50:17,normal_user_001,172.16.10.1,GET,/api/products,200,162,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 22:54:45,normal_user_001,172.16.10.1,POST,/api/students,200,587,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 22:58:26,normal_user_001,172.16.10.1,POST,/api/notifications,200,680,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 23:02:43,normal_user_001,172.16.10.1,POST,/api/inventory,200,506,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 23:06:25,normal_user_001,172.16.10.1,GET,/login,200,531,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 23:10:35,normal_user_001,172.16.10.1,POST,/api/reports,201,568,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-25 23:14:59,normal_user_001,172.16.10.1,GET,/login,200,152,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 23:18:38,normal_user_001,172.16.10.1,GET,/login,200,344,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-25 23:22:25,normal_user_001,172.16.10.1,POST,/api/profile,200,549,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 23:26:21,normal_user_001,172.16.10.1,POST,/dashboard,201,375,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-25 23:30:42,normal_user_001,172.16.10.1,POST,/login,200,543,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-25 23:34:48,normal_user_001,172.16.10.1,GET,/,200,643,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 23:38:13,normal_user_001,172.16.10.1,GET,/dashboard/alumno,200,260,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 23:42:39,normal_user_001,172.16.10.1,POST,/api/inventory,201,308,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-25 23:46:38,normal_user_001,172.16.10.1,GET,/dashboard,200,478,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-25 23:50:13,normal_user_001,172.16.10.1,POST,/api/students,201,555,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-25 23:54:31,normal_user_001,172.16.10.1,POST,/api/profile,201,588,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-25 23:58:22,normal_user_001,172.16.10.1,POST,/api/students,200,312,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 00:02:16,normal_user_001,172.16.10.1,GET,/api/products,200,148,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 00:06:16,normal_user_001,172.16.10.1,POST,/api/profile,201,633,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 00:10:23,normal_user_001,172.16.10.1,GET,/api/profile,200,172,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 00:14:24,normal_user_001,172.16.10.1,GET,/api/notifications,200,159,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 00:18:56,normal_user_001,172.16.10.1,POST,/api/reports,200,212,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 00:22:49,normal_user_001,172.16.10.1,POST,/api/notifications,200,698,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 00:26:15,normal_user_001,172.16.10.1,GET,/api/reports,200,687,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 00:30:49,normal_user_001,172.16.10.1,GET,/api/students,200,299,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 00:34:55,normal_user_001,172.16.10.1,GET,/dashboard/alumno,200,361,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 00:38:38,normal_user_001,172.16.10.1,POST,/api/students,200,558,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 00:42:33,normal_user_001,172.16.10.1,GET,/,200,559,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 00:46:52,normal_user_001,172.16.10.1,GET,/login,200,640,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 00:50:26,normal_user_001,172.16.10.1,GET,/dashboard,200,447,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 00:54:17,normal_user_001,172.16.10.1,POST,/api/products,200,381,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 00:58:23,normal_user_001,172.16.10.1,POST,/api/profile,201,399,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 01:02:52,normal_user_001,172.16.10.1,GET,/api/profile,200,396,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 01:06:55,normal_user_001,172.16.10.1,GET,/dashboard,200,360,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 01:10:20,normal_user_001,172.16.10.1,GET,/api/profile,200,249,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 01:14:30,normal_user_001,172.16.10.1,GET,/api/notifications,200,305,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 01:18:58,normal_user_001,172.16.10.1,GET,/dashboard/alumno,200,739,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 01:52:29,normal_user_002,172.16.10.2,POST,/api/students,201,142,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 01:56:18,normal_user_002,172.16.10.2,POST,/api/students,201,135,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 02:00:13,normal_user_002,172.16.10.2,GET,/dashboard,200,742,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 02:04:29,normal_user_002,172.16.10.2,POST,/api/inventory,200,654,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 02:08:58,normal_user_002,172.16.10.2,POST,/api/profile,201,99,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 02:12:20,normal_user_002,172.16.10.2,GET,/dashboard,200,648,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 02:16:15,normal_user_002,172.16.10.2,GET,/api/notifications,200,655,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 02:20:22,normal_user_002,172.16.10.2,POST,/dashboard,201,132,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 02:24:32,normal_user_002,172.16.10.2,GET,/,200,456,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 02:28:26,normal_user_002,172.16.10.2,POST,/login,200,452,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 02:33:02,normal_user_002,172.16.10.2,POST,/api/notifications,201,248,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 02:36:28,normal_user_002,172.16.10.2,POST,/dashboard,200,512,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 02:40:14,normal_user_002,172.16.10.2,POST,/api/products,200,511,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 02:44:55,normal_user_002,172.16.10.2,POST,/api/students,200,253,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 02:49:03,normal_user_002,172.16.10.2,GET,/api/reports,200,129,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 02:52:43,normal_user_002,172.16.10.2,POST,/dashboard/alumno,200,561,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 02:56:35,normal_user_002,172.16.10.2,GET,/dashboard/alumno,200,318,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 03:00:14,normal_user_002,172.16.10.2,POST,/api/reports,200,426,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 03:04:30,normal_user_002,172.16.10.2,GET,/api/students,200,449,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 03:08:54,normal_user_002,172.16.10.2,POST,/api/profile,201,429,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 03:12:14,normal_user_002,172.16.10.2,GET,/api/students,200,272,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 03:16:50,normal_user_002,172.16.10.2,GET,/,200,201,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 03:20:51,normal_user_002,172.16.10.2,POST,/api/products,201,411,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 03:24:40,normal_user_002,172.16.10.2,GET,/api/reports,200,680,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 03:28:25,normal_user_002,172.16.10.2,GET,/,200,536,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 03:32:13,normal_user_002,172.16.10.2,POST,/api/products,200,531,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 03:36:17,normal_user_002,172.16.10.2,GET,/api/notifications,200,411,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 03:40:55,normal_user_002,172.16.10.2,GET,/api/students,200,609,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 03:44:32,normal_user_002,172.16.10.2,POST,/api/products,201,502,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 03:48:57,normal_user_002,172.16.10.2,GET,/api/profile,200,220,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 03:52:25,normal_user_002,172.16.10.2,POST,/api/reports,201,268,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 03:56:52,normal_user_002,172.16.10.2,GET,/api/reports,200,651,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 04:00:13,normal_user_002,172.16.10.2,GET,/api/students,200,305,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 04:04:40,normal_user_002,172.16.10.2,GET,/api/inventory,200,542,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 04:08:41,normal_user_002,172.16.10.2,POST,/api/profile,200,574,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 04:13:03,normal_user_002,172.16.10.2,POST,/login,200,380,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 04:16:45,normal_user_002,172.16.10.2,GET,/login,200,330,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 04:20:56,normal_user_002,172.16.10.2,GET,/dashboard/alumno,200,293,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 04:24:22,normal_user_002,172.16.10.2,GET,/,200,340,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 04:28:43,normal_user_002,172.16.10.2,GET,/api/inventory,200,514,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 04:32:53,normal_user_002,172.16.10.2,POST,/api/reports,200,596,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 04:36:38,normal_user_002,172.16.10.2,POST,/dashboard,200,95,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 04:41:01,normal_user_002,172.16.10.2,GET,/api/reports,200,314,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 04:44:24,normal_user_002,172.16.10.2,POST,/,201,660,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 04:48:28,normal_user_002,172.16.10.2,GET,/api/inventory,200,226,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 04:52:42,normal_user_002,172.16.10.2,GET,/api/inventory,200,717,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 04:56:59,normal_user_002,172.16.10.2,POST,/api/profile,201,546,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 05:00:23,normal_user_002,172.16.10.2,POST,/api/inventory,201,355,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 05:05:01,normal_user_002,172.16.10.2,POST,/api/students,200,623,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 05:08:44,normal_user_002,172.16.10.2,POST,/api/students,200,540,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 05:12:17,normal_user_002,172.16.10.2,GET,/dashboard/alumno,200,368,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 05:16:34,normal_user_002,172.16.10.2,GET,/api/profile,200,172,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 05:20:21,normal_user_002,172.16.10.2,POST,/dashboard/alumno,200,482,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 05:24:57,normal_user_002,172.16.10.2,POST,/dashboard/alumno,200,155,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 05:28:39,normal_user_002,172.16.10.2,POST,/api/products,201,645,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 05:32:42,normal_user_002,172.16.10.2,POST,/,201,301,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 05:36:39,normal_user_002,172.16.10.2,POST,/api/notifications,201,110,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 05:41:01,normal_user_002,172.16.10.2,POST,/api/inventory,201,96,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 05:44:35,normal_user_002,172.16.10.2,GET,/api/reports,200,519,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 05:48:47,normal_user_002,172.16.10.2,POST,/api/inventory,200,314,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 05:52:30,normal_user_002,172.16.10.2,POST,/api/inventory,201,119,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 05:56:37,normal_user_002,172.16.10.2,GET,/api/reports,200,259,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 06:00:42,normal_user_002,172.16.10.2,POST,/api/notifications,200,636,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 06:04:14,normal_user_002,172.16.10.2,POST,/api/notifications,201,667,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 06:08:55,normal_user_002,172.16.10.2,GET,/login,200,748,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 06:12:40,normal_user_002,172.16.10.2,POST,/api/inventory,200,276,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 06:16:16,normal_user_002,172.16.10.2,GET,/api/reports,200,425,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 06:20:26,normal_user_002,172.16.10.2,POST,/api/products,201,435,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 06:25:01,normal_user_002,172.16.10.2,POST,/api/students,201,521,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 06:28:29,normal_user_002,172.16.10.2,GET,/api/inventory,200,109,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 06:33:00,normal_user_002,172.16.10.2,GET,/api/products,200,319,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 06:36:54,normal_user_002,172.16.10.2,GET,/,200,121,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 06:40:28,normal_user_002,172.16.10.2,POST,/,200,726,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 06:44:22,normal_user_002,172.16.10.2,POST,/dashboard,200,574,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 06:48:55,normal_user_002,172.16.10.2,GET,/api/notifications,200,313,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 06:52:42,normal_user_002,172.16.10.2,GET,/api/products,200,261,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 06:56:51,normal_user_002,172.16.10.2,GET,/dashboard,200,408,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 07:00:19,normal_user_002,172.16.10.2,GET,/api/students,200,679,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 07:04:56,normal_user_002,172.16.10.2,POST,/api/reports,201,293,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 07:08:17,normal_user_002,172.16.10.2,POST,/login,200,398,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 07:12:56,normal_user_002,172.16.10.2,GET,/api/notifications,200,132,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 07:16:35,normal_user_002,172.16.10.2,POST,/api/products,201,160,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 07:20:45,normal_user_002,172.16.10.2,GET,/,200,520,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 07:24:44,normal_user_002,172.16.10.2,GET,/api/reports,200,460,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 07:28:53,normal_user_002,172.16.10.2,POST,/dashboard,201,535,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 07:32:24,normal_user_002,172.16.10.2,GET,/api/notifications,200,641,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 07:37:02,normal_user_002,172.16.10.2,POST,/api/inventory,201,536,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 07:40:59,normal_user_002,172.16.10.2,GET,/api/products,200,341,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 07:44:18,normal_user_002,172.16.10.2,GET,/api/inventory,200,339,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 07:49:01,normal_user_002,172.16.10.2,POST,/api/notifications,201,714,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 08:22:55,normal_user_003,172.16.10.3,POST,/api/products,201,119,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 08:26:44,normal_user_003,172.16.10.3,GET,/dashboard,200,589,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 08:30:26,normal_user_003,172.16.10.3,GET,/api/students,200,438,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 08:34:30,normal_user_003,172.16.10.3,GET,/api/profile,200,100,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 08:38:46,normal_user_003,172.16.10.3,POST,/login,200,337,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 08:42:59,normal_user_003,172.16.10.3,POST,/api/inventory,201,658,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 08:47:01,normal_user_003,172.16.10.3,POST,/api/inventory,200,592,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 08:50:41,normal_user_003,172.16.10.3,GET,/login,200,391,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 08:54:27,normal_user_003,172.16.10.3,POST,/dashboard/alumno,201,403,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 08:58:55,normal_user_003,172.16.10.3,GET,/api/inventory,200,656,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 09:02:46,normal_user_003,172.16.10.3,GET,/api/reports,200,653,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 09:06:34,normal_user_003,172.16.10.3,GET,/api/inventory,200,367,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 09:10:32,normal_user_003,172.16.10.3,GET,/dashboard/alumno,200,213,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 09:14:59,normal_user_003,172.16.10.3,POST,/api/products,200,212,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 09:19:00,normal_user_003,172.16.10.3,POST,/dashboard/alumno,200,311,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 09:23:00,normal_user_003,172.16.10.3,POST,/api/students,201,693,record_created,Registro creado correctamente,normal,normal_traffic,normal
2026-05-26 09:27:01,normal_user_003,172.16.10.3,GET,/login,200,288,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal
2026-05-26 09:30:31,normal_user_003,172.16.10.3,POST,/api/products,200,273,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
2026-05-26 09:34:32,normal_user_003,172.16.10.3,GET,/api/profile,200,219,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 09:38:30,normal_user_003,172.16.10.3,GET,/,200,656,page_view,Página cargada correctamente,normal,normal_traffic,normal
2026-05-26 09:42:31,normal_user_003,172.16.10.3,POST,/api/inventory,200,195,login_success,Inicio de sesión correcto,normal,normal_traffic,normal
