timestamp,user_id,ip,method,route,status_code,response_time_ms,event_type,message,severity
2026-05-25 17:52:23,user_054,10.0.0.15,GET,/api/payments,500,7927,server_error,Error interno del servidor,critical
2026-05-25 17:53:54,user_014,192.168.1.11,GET,/api/students,200,167,page_view,Página cargada correctamente,normal
2026-05-25 17:54:48,user_022,190.12.45.11,POST,/api/orders,401,1688,login_failed,Credenciales incorrectas,warning
2026-05-25 17:56:47,user_023,200.48.10.6,GET,/api/inventory,200,580,page_view,Página cargada correctamente,normal
2026-05-25 17:58:11,user_010,10.0.0.16,POST,/dashboard/admin,422,1917,validation_error,Error de validación en formulario,warning
2026-05-25 17:59:48,user_107,181.65.22.31,GET,/api/reports,200,1388,slow_response,Respuesta lenta del servidor,warning
2026-05-25 18:08:52,user_013,45.90.130.77,POST,/login,201,696,record_created,Registro creado correctamente,normal
2026-05-25 18:10:56,user_046,181.65.22.30,POST,/dashboard/admin,201,260,record_created,Registro creado correctamente,normal
2026-05-25 18:13:33,user_050,192.168.1.10,GET,/api/admin/users,200,2070,slow_response,Respuesta lenta del servidor,warning
2026-05-25 18:13:46,user_031,45.90.130.78,POST,/api/students,401,2350,login_failed,Credenciales incorrectas,warning
2026-05-25 18:13:47,user_002,45.90.130.78,POST,/dashboard,422,824,validation_error,Error de validación en formulario,warning
2026-05-25 18:15:20,user_015,10.0.0.16,GET,/dashboard,200,414,data_loaded,Datos cargados correctamente,normal
2026-05-25 18:23:47,user_035,190.12.45.12,GET,/api/reports,200,446,page_view,Página cargada correctamente,normal
2026-05-25 18:34:34,user_084,192.168.1.11,GET,/dashboard/admin,403,1614,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-25 18:37:27,user_120,200.48.10.5,GET,/dashboard/admin,403,1592,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-25 18:44:40,user_107,45.90.130.78,GET,/api/products,200,233,page_view,Página cargada correctamente,normal
2026-05-25 18:51:12,user_067,181.65.22.31,POST,/api/students,200,576,login_success,Inicio de sesión correcto,normal
2026-05-25 19:04:39,user_053,190.12.45.11,POST,/api/reports,422,1032,validation_error,Error de validación en formulario,warning
2026-05-25 19:05:25,user_089,45.90.130.77,GET,/login,200,392,data_loaded,Datos cargados correctamente,normal
2026-05-25 19:36:38,user_085,45.90.130.78,GET,/api/profile,200,188,page_view,Página cargada correctamente,normal
2026-05-25 19:38:15,user_034,190.12.45.10,GET,/dashboard,200,511,page_view,Página cargada correctamente,normal
2026-05-25 19:42:30,user_004,190.12.45.10,POST,/api/students,200,276,login_success,Inicio de sesión correcto,normal
2026-05-25 19:47:37,user_018,181.65.22.31,GET,/,200,1415,slow_response,Respuesta lenta del servidor,warning
2026-05-25 19:51:16,user_067,45.90.130.78,GET,/api/inventory,200,509,data_loaded,Datos cargados correctamente,normal
2026-05-25 20:00:36,user_105,10.0.0.16,GET,/api/notifications,200,520,data_loaded,Datos cargados correctamente,normal
2026-05-25 20:01:27,user_072,192.168.1.10,POST,/dashboard,200,192,login_success,Inicio de sesión correcto,normal
2026-05-25 20:18:27,user_040,190.12.45.12,POST,/dashboard/alumno,201,429,record_created,Registro creado correctamente,normal
2026-05-25 20:25:58,user_065,10.0.0.15,GET,/,200,675,page_view,Página cargada correctamente,normal
2026-05-25 20:26:43,user_110,200.48.10.5,POST,/api/profile,201,324,record_created,Registro creado correctamente,normal
2026-05-25 20:28:53,user_062,45.90.130.77,GET,/api/products,200,123,page_view,Página cargada correctamente,normal
2026-05-25 20:30:21,user_101,181.65.22.30,POST,/dashboard/alumno,201,673,record_created,Registro creado correctamente,normal
2026-05-25 20:44:52,user_036,10.0.0.15,POST,/api/admin/users,500,4068,enrollment_failed,Error crítico al procesar matrícula,critical
2026-05-25 20:44:52,user_049,200.48.10.6,GET,/login,200,387,data_loaded,Datos cargados correctamente,normal
2026-05-25 21:11:22,user_025,190.12.45.11,GET,/,200,317,page_view,Página cargada correctamente,normal
2026-05-25 21:12:06,user_032,192.168.1.11,GET,/api/admin/users,503,5232,database_timeout,Timeout de base de datos,critical
2026-05-25 21:12:15,user_108,181.65.22.31,GET,/login,200,101,page_view,Página cargada correctamente,normal
2026-05-25 21:19:41,user_065,190.12.45.12,POST,/api/payments,500,5503,payment_failed,Error crítico al procesar pago,critical
2026-05-25 21:22:15,admin_05,190.12.45.11,GET,/api/profile,200,1351,slow_response,Respuesta lenta del servidor,warning
2026-05-25 21:27:19,user_006,190.12.45.12,GET,/api/profile,200,686,data_loaded,Datos cargados correctamente,normal
2026-05-25 21:37:41,user_074,192.168.1.12,GET,/api/reports,200,360,data_loaded,Datos cargados correctamente,normal
2026-05-25 21:38:48,user_087,192.168.1.11,POST,/api/inventory,422,2194,validation_error,Error de validación en formulario,warning
2026-05-25 21:52:33,user_081,45.90.130.77,POST,/login,201,292,record_created,Registro creado correctamente,normal
2026-05-25 22:06:40,user_081,45.90.130.77,GET,/api/admin/users,503,7096,database_timeout,Timeout de base de datos,critical
2026-05-25 22:22:12,user_002,200.48.10.5,GET,/api/reports,200,2005,slow_response,Respuesta lenta del servidor,warning
2026-05-25 22:24:51,user_024,192.168.1.10,POST,/api/inventory,201,476,record_created,Registro creado correctamente,normal
2026-05-25 22:27:26,user_011,10.0.0.16,POST,/api/orders,422,1074,validation_error,Error de validación en formulario,warning
2026-05-25 22:30:13,user_102,200.48.10.5,GET,/api/inventory,200,694,page_view,Página cargada correctamente,normal
2026-05-25 22:31:48,admin_04,200.48.10.6,GET,/api/students,200,135,page_view,Página cargada correctamente,normal
2026-05-25 22:34:39,user_026,10.0.0.16,GET,/api/admin/users,200,1251,slow_response,Respuesta lenta del servidor,warning
2026-05-25 22:38:15,user_049,192.168.1.12,POST,/api/notifications,201,414,record_created,Registro creado correctamente,normal
2026-05-25 22:44:09,user_083,200.48.10.6,POST,/dashboard/admin,401,1745,login_failed,Credenciales incorrectas,warning
2026-05-25 22:45:49,user_008,181.65.22.31,POST,/api/products,201,181,record_created,Registro creado correctamente,normal
2026-05-25 22:53:19,user_103,45.90.130.78,GET,/dashboard/admin,200,555,page_view,Página cargada correctamente,normal
2026-05-25 22:59:19,user_037,190.12.45.12,POST,/api/inventory,200,189,login_success,Inicio de sesión correcto,normal
2026-05-25 23:01:41,user_006,190.12.45.12,POST,/api/students,201,437,record_created,Registro creado correctamente,normal
2026-05-25 23:02:48,user_086,10.0.0.15,POST,/dashboard,201,347,record_created,Registro creado correctamente,normal
2026-05-25 23:04:09,user_006,10.0.0.15,GET,/api/profile,200,351,data_loaded,Datos cargados correctamente,normal
2026-05-25 23:10:35,user_109,200.48.10.5,POST,/dashboard,200,579,login_success,Inicio de sesión correcto,normal
2026-05-25 23:13:30,user_082,181.65.22.30,GET,/,200,355,data_loaded,Datos cargados correctamente,normal
2026-05-25 23:18:51,user_079,181.65.22.30,POST,/api/reports,200,686,login_success,Inicio de sesión correcto,normal
2026-05-25 23:34:13,user_047,190.12.45.12,GET,/login,200,330,data_loaded,Datos cargados correctamente,normal
2026-05-25 23:44:34,user_021,192.168.1.11,GET,/api/reports,200,1079,slow_response,Respuesta lenta del servidor,warning
2026-05-25 23:48:01,user_107,45.90.130.78,GET,/api/database,200,2176,slow_response,Respuesta lenta del servidor,warning
2026-05-25 23:50:07,user_062,45.90.130.78,GET,/api/enrollments,403,1673,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-25 23:50:19,user_056,10.0.0.16,GET,/api/profile,200,483,data_loaded,Datos cargados correctamente,normal
2026-05-25 23:58:21,user_053,190.12.45.11,GET,/api/database,503,4446,database_timeout,Timeout de base de datos,critical
2026-05-26 00:00:05,user_012,181.65.22.30,POST,/dashboard/alumno,201,597,record_created,Registro creado correctamente,normal
2026-05-26 00:09:26,user_105,192.168.1.10,GET,/dashboard/alumno,200,2061,slow_response,Respuesta lenta del servidor,warning
2026-05-26 00:14:51,user_021,192.168.1.11,GET,/api/students,200,201,data_loaded,Datos cargados correctamente,normal
2026-05-26 00:15:22,user_055,45.90.130.77,GET,/api/inventory,403,2229,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 00:26:41,user_047,10.0.0.16,GET,/dashboard,200,172,page_view,Página cargada correctamente,normal
2026-05-26 00:29:16,user_059,10.0.0.16,POST,/login,201,613,record_created,Registro creado correctamente,normal
2026-05-26 00:34:57,user_109,190.12.45.11,GET,/login,403,2365,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 00:58:41,user_091,192.168.1.12,POST,/api/enrollments,500,5311,enrollment_failed,Error crítico al procesar matrícula,critical
2026-05-26 01:02:45,user_018,192.168.1.10,GET,/dashboard,200,551,data_loaded,Datos cargados correctamente,normal
2026-05-26 01:18:33,user_050,10.0.0.16,POST,/api/inventory,200,198,login_success,Inicio de sesión correcto,normal
2026-05-26 01:19:52,user_083,181.65.22.30,GET,/dashboard/admin,200,445,page_view,Página cargada correctamente,normal
2026-05-26 01:21:33,user_012,200.48.10.5,POST,/api/inventory,422,1462,validation_error,Error de validación en formulario,warning
2026-05-26 01:32:22,user_021,190.12.45.12,GET,/api/database,403,961,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 01:32:28,user_113,10.0.0.15,GET,/api/admin/users,503,6880,database_timeout,Timeout de base de datos,critical
2026-05-26 01:50:37,user_014,192.168.1.10,GET,/api/database,403,2493,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 01:57:12,user_092,200.48.10.5,GET,/api/reports,200,611,data_loaded,Datos cargados correctamente,normal
2026-05-26 02:06:35,user_091,192.168.1.10,GET,/api/inventory,200,381,page_view,Página cargada correctamente,normal
2026-05-26 02:08:37,user_102,200.48.10.6,GET,/api/notifications,200,375,page_view,Página cargada correctamente,normal
2026-05-26 02:13:03,user_008,45.90.130.77,POST,/api/products,200,598,login_success,Inicio de sesión correcto,normal
2026-05-26 02:28:32,user_046,10.0.0.16,POST,/api/inventory,201,576,record_created,Registro creado correctamente,normal
2026-05-26 02:47:36,user_014,190.12.45.12,POST,/dashboard/alumno,422,1220,validation_error,Error de validación en formulario,warning
2026-05-26 02:51:50,user_063,45.90.130.77,POST,/,201,136,record_created,Registro creado correctamente,normal
2026-05-26 02:51:51,user_120,192.168.1.11,GET,/api/inventory,200,205,data_loaded,Datos cargados correctamente,normal
2026-05-26 02:59:31,user_011,10.0.0.15,GET,/api/products,200,286,page_view,Página cargada correctamente,normal
2026-05-26 03:10:50,user_101,45.90.130.78,POST,/api/profile,422,1738,validation_error,Error de validación en formulario,warning
2026-05-26 03:11:50,user_059,192.168.1.11,GET,/login,200,467,page_view,Página cargada correctamente,normal
2026-05-26 03:13:44,user_050,200.48.10.5,GET,/dashboard/admin,200,96,data_loaded,Datos cargados correctamente,normal
2026-05-26 03:21:30,user_066,190.12.45.11,GET,/api/students,200,410,data_loaded,Datos cargados correctamente,normal
2026-05-26 03:24:29,user_057,181.65.22.30,POST,/api/inventory,201,302,record_created,Registro creado correctamente,normal
2026-05-26 03:36:03,user_105,181.65.22.30,GET,/dashboard/alumno,200,462,page_view,Página cargada correctamente,normal
2026-05-26 03:37:35,user_111,190.12.45.10,GET,/api/notifications,403,1695,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 03:42:31,user_045,10.0.0.16,GET,/login,200,634,page_view,Página cargada correctamente,normal
2026-05-26 03:46:41,user_023,200.48.10.5,POST,/login,200,203,login_success,Inicio de sesión correcto,normal
2026-05-26 03:51:04,user_110,190.12.45.12,GET,/api/notifications,200,254,data_loaded,Datos cargados correctamente,normal
2026-05-26 03:53:08,user_034,10.0.0.15,GET,/api/students,200,92,page_view,Página cargada correctamente,normal
2026-05-26 04:18:23,user_074,200.48.10.6,GET,/dashboard/alumno,200,174,page_view,Página cargada correctamente,normal
2026-05-26 04:21:29,user_013,10.0.0.16,POST,/api/students,401,922,login_failed,Credenciales incorrectas,warning
2026-05-26 04:22:57,user_082,45.90.130.77,GET,/api/inventory,200,185,page_view,Página cargada correctamente,normal
2026-05-26 04:30:48,user_015,200.48.10.6,POST,/api/reports,200,469,login_success,Inicio de sesión correcto,normal
2026-05-26 04:33:06,user_013,10.0.0.15,POST,/api/reports,200,96,login_success,Inicio de sesión correcto,normal
2026-05-26 04:36:42,user_007,10.0.0.15,POST,/dashboard/alumno,422,2138,validation_error,Error de validación en formulario,warning
2026-05-26 04:38:03,user_115,181.65.22.31,GET,/dashboard/admin,200,300,data_loaded,Datos cargados correctamente,normal
2026-05-26 04:42:47,user_039,181.65.22.31,POST,/api/students,401,863,login_failed,Credenciales incorrectas,warning
2026-05-26 04:53:29,user_074,192.168.1.11,GET,/api/reports,200,237,data_loaded,Datos cargados correctamente,normal
2026-05-26 05:03:20,user_049,200.48.10.5,POST,/dashboard/alumno,201,545,record_created,Registro creado correctamente,normal
2026-05-26 05:08:45,user_070,45.90.130.78,GET,/,200,175,data_loaded,Datos cargados correctamente,normal
2026-05-26 05:08:54,user_043,181.65.22.30,POST,/dashboard,200,658,login_success,Inicio de sesión correcto,normal
2026-05-26 05:11:12,user_004,192.168.1.10,GET,/api/notifications,200,131,page_view,Página cargada correctamente,normal
2026-05-26 05:14:31,user_064,200.48.10.6,GET,/dashboard,200,462,data_loaded,Datos cargados correctamente,normal
2026-05-26 05:20:30,user_040,181.65.22.31,GET,/api/database,503,4865,database_timeout,Timeout de base de datos,critical
2026-05-26 05:21:20,admin_01,45.90.130.78,POST,/api/reports,201,196,record_created,Registro creado correctamente,normal
2026-05-26 05:29:16,user_031,45.90.130.77,POST,/api/profile,201,680,record_created,Registro creado correctamente,normal
2026-05-26 05:39:11,admin_06,192.168.1.11,POST,/api/notifications,201,426,record_created,Registro creado correctamente,normal
2026-05-26 05:40:14,user_060,200.48.10.6,POST,/api/reports,201,388,record_created,Registro creado correctamente,normal
2026-05-26 05:42:15,user_029,45.90.130.77,POST,/login,401,1621,login_failed,Credenciales incorrectas,warning
2026-05-26 05:45:01,user_044,192.168.1.11,POST,/,422,1760,validation_error,Error de validación en formulario,warning
2026-05-26 05:46:21,user_047,200.48.10.6,GET,/api/notifications,200,444,data_loaded,Datos cargados correctamente,normal
2026-05-26 05:58:59,user_046,190.12.45.10,POST,/api/orders,422,1079,validation_error,Error de validación en formulario,warning
2026-05-26 06:12:08,user_048,200.48.10.5,POST,/api/reports,200,577,login_success,Inicio de sesión correcto,normal
2026-05-26 06:14:54,user_115,45.90.130.77,GET,/dashboard/alumno,200,586,data_loaded,Datos cargados correctamente,normal
2026-05-26 06:15:48,user_118,45.90.130.77,GET,/api/notifications,200,325,data_loaded,Datos cargados correctamente,normal
2026-05-26 06:18:36,admin_02,10.0.0.15,POST,/api/students,200,132,login_success,Inicio de sesión correcto,normal
2026-05-26 06:22:45,user_045,190.12.45.10,POST,/dashboard,200,113,login_success,Inicio de sesión correcto,normal
2026-05-26 06:28:35,user_110,192.168.1.12,POST,/dashboard,201,456,record_created,Registro creado correctamente,normal
2026-05-26 06:31:33,user_017,192.168.1.11,GET,/api/products,200,547,page_view,Página cargada correctamente,normal
2026-05-26 06:36:52,admin_02,181.65.22.30,GET,/api/enrollments,200,1526,slow_response,Respuesta lenta del servidor,warning
2026-05-26 06:38:21,user_100,200.48.10.6,POST,/login,200,636,login_success,Inicio de sesión correcto,normal
2026-05-26 06:47:16,user_035,45.90.130.77,GET,/api/students,200,1386,slow_response,Respuesta lenta del servidor,warning
2026-05-26 06:54:51,user_102,181.65.22.30,POST,/,422,1116,validation_error,Error de validación en formulario,warning
2026-05-26 06:59:08,user_086,10.0.0.15,POST,/api/products,200,452,login_success,Inicio de sesión correcto,normal
2026-05-26 07:00:09,user_096,181.65.22.31,POST,/api/orders,401,2455,login_failed,Credenciales incorrectas,warning
2026-05-26 07:05:39,user_060,10.0.0.15,POST,/api/profile,401,2281,login_failed,Credenciales incorrectas,warning
2026-05-26 07:07:44,admin_06,10.0.0.16,POST,/api/profile,401,1658,login_failed,Credenciales incorrectas,warning
2026-05-26 07:10:04,user_058,181.65.22.31,GET,/dashboard/alumno,200,252,page_view,Página cargada correctamente,normal
2026-05-26 07:13:10,user_074,10.0.0.16,POST,/dashboard,422,1790,validation_error,Error de validación en formulario,warning
2026-05-26 07:15:56,user_079,181.65.22.31,POST,/api/inventory,201,121,record_created,Registro creado correctamente,normal
2026-05-26 07:19:55,admin_07,192.168.1.10,POST,/api/inventory,200,446,login_success,Inicio de sesión correcto,normal
2026-05-26 07:30:02,user_099,190.12.45.11,GET,/api/notifications,200,667,data_loaded,Datos cargados correctamente,normal
2026-05-26 07:41:37,user_026,200.48.10.5,POST,/api/database,500,3710,payment_failed,Error crítico al procesar pago,critical
2026-05-26 07:42:57,user_048,181.65.22.31,POST,/api/notifications,201,599,record_created,Registro creado correctamente,normal
2026-05-26 07:53:24,user_060,192.168.1.11,POST,/api/products,200,147,login_success,Inicio de sesión correcto,normal
2026-05-26 07:54:27,user_072,10.0.0.16,POST,/api/admin/users,401,2483,login_failed,Credenciales incorrectas,warning
2026-05-26 07:54:37,user_003,200.48.10.6,GET,/api/profile,200,403,data_loaded,Datos cargados correctamente,normal
2026-05-26 07:56:54,admin_05,10.0.0.16,POST,/api/products,401,2316,login_failed,Credenciales incorrectas,warning
2026-05-26 07:58:39,admin_02,192.168.1.12,POST,/dashboard,200,517,login_success,Inicio de sesión correcto,normal
2026-05-26 08:07:09,user_028,45.90.130.78,GET,/dashboard/admin,403,1989,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 08:13:41,user_069,181.65.22.30,POST,/api/products,201,513,record_created,Registro creado correctamente,normal
2026-05-26 08:17:46,user_016,192.168.1.10,POST,/dashboard/admin,201,243,record_created,Registro creado correctamente,normal
2026-05-26 08:18:31,user_114,190.12.45.12,POST,/api/reports,200,299,login_success,Inicio de sesión correcto,normal
2026-05-26 08:25:40,user_014,45.90.130.77,GET,/api/orders,503,4031,database_timeout,Timeout de base de datos,critical
2026-05-26 08:35:18,admin_03,190.12.45.11,POST,/api/students,422,2282,validation_error,Error de validación en formulario,warning
2026-05-26 08:37:46,admin_04,192.168.1.11,GET,/api/products,200,274,page_view,Página cargada correctamente,normal
2026-05-26 08:40:21,user_115,10.0.0.15,POST,/api/admin/users,422,1769,validation_error,Error de validación en formulario,warning
2026-05-26 08:58:59,user_063,190.12.45.11,GET,/dashboard/alumno,200,133,page_view,Página cargada correctamente,normal
2026-05-26 09:03:22,user_061,190.12.45.12,POST,/dashboard/alumno,422,2222,validation_error,Error de validación en formulario,warning
2026-05-26 09:13:59,user_040,190.12.45.11,POST,/api/students,200,253,login_success,Inicio de sesión correcto,normal
2026-05-26 09:17:23,user_051,10.0.0.16,POST,/api/reports,200,618,login_success,Inicio de sesión correcto,normal
2026-05-26 09:20:25,user_082,190.12.45.11,GET,/api/students,200,421,data_loaded,Datos cargados correctamente,normal
2026-05-26 09:22:25,user_027,45.90.130.78,GET,/api/profile,200,521,page_view,Página cargada correctamente,normal
2026-05-26 09:24:13,user_036,45.90.130.78,GET,/,200,427,data_loaded,Datos cargados correctamente,normal
2026-05-26 09:33:48,user_093,10.0.0.16,GET,/api/products,200,1810,slow_response,Respuesta lenta del servidor,warning
2026-05-26 09:41:19,user_100,10.0.0.15,GET,/api/students,200,450,page_view,Página cargada correctamente,normal
2026-05-26 09:44:00,user_028,200.48.10.6,GET,/dashboard/admin,200,693,data_loaded,Datos cargados correctamente,normal
2026-05-26 09:45:01,user_005,45.90.130.78,GET,/api/students,200,152,data_loaded,Datos cargados correctamente,normal
2026-05-26 09:46:26,user_031,10.0.0.16,GET,/api/notifications,200,186,data_loaded,Datos cargados correctamente,normal
2026-05-26 09:46:41,user_102,45.90.130.78,GET,/api/products,200,1973,slow_response,Respuesta lenta del servidor,warning
2026-05-26 09:50:26,user_033,45.90.130.77,GET,/api/payments,500,2510,server_error,Error interno del servidor,critical
2026-05-26 09:53:47,user_111,181.65.22.30,GET,/api/enrollments,200,1045,slow_response,Respuesta lenta del servidor,warning
2026-05-26 10:04:57,user_098,192.168.1.11,POST,/dashboard/alumno,200,680,login_success,Inicio de sesión correcto,normal
2026-05-26 10:05:02,user_012,192.168.1.11,GET,/api/admin/users,503,7080,database_timeout,Timeout de base de datos,critical
2026-05-26 10:08:37,user_020,192.168.1.10,GET,/dashboard/admin,200,349,data_loaded,Datos cargados correctamente,normal
2026-05-26 10:11:03,user_061,190.12.45.10,POST,/dashboard/admin,201,498,record_created,Registro creado correctamente,normal
2026-05-26 10:33:57,user_039,190.12.45.11,POST,/api/enrollments,500,6755,payment_failed,Error crítico al procesar pago,critical
2026-05-26 10:42:54,user_039,192.168.1.11,POST,/api/database,422,1620,validation_error,Error de validación en formulario,warning
2026-05-26 11:08:27,user_091,10.0.0.15,POST,/api/products,201,680,record_created,Registro creado correctamente,normal
2026-05-26 11:14:08,user_074,10.0.0.16,GET,/dashboard/admin,200,536,data_loaded,Datos cargados correctamente,normal
2026-05-26 11:15:05,user_076,190.12.45.11,GET,/,200,348,data_loaded,Datos cargados correctamente,normal
2026-05-26 11:20:07,user_023,45.90.130.77,POST,/dashboard/admin,200,651,login_success,Inicio de sesión correcto,normal
2026-05-26 11:28:26,user_004,192.168.1.11,GET,/login,200,225,page_view,Página cargada correctamente,normal
2026-05-26 11:33:32,user_023,10.0.0.16,GET,/api/reports,200,169,page_view,Página cargada correctamente,normal
2026-05-26 11:35:32,user_060,10.0.0.15,GET,/api/payments,403,1062,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 11:45:34,user_101,181.65.22.31,POST,/api/students,200,487,login_success,Inicio de sesión correcto,normal
2026-05-26 11:54:57,user_109,192.168.1.11,POST,/api/products,401,1388,login_failed,Credenciales incorrectas,warning
2026-05-26 11:57:44,user_102,45.90.130.77,GET,/login,200,492,page_view,Página cargada correctamente,normal
2026-05-26 12:03:26,user_116,190.12.45.11,GET,/dashboard/admin,200,593,page_view,Página cargada correctamente,normal
2026-05-26 12:11:11,user_105,190.12.45.12,POST,/,200,571,login_success,Inicio de sesión correcto,normal
2026-05-26 12:11:54,user_001,45.90.130.78,GET,/dashboard,200,230,page_view,Página cargada correctamente,normal
2026-05-26 12:30:21,user_016,192.168.1.11,POST,/login,201,641,record_created,Registro creado correctamente,normal
2026-05-26 12:34:19,user_045,200.48.10.5,POST,/api/enrollments,500,7711,enrollment_failed,Error crítico al procesar matrícula,critical
2026-05-26 12:36:51,user_120,10.0.0.16,GET,/api/orders,200,1034,slow_response,Respuesta lenta del servidor,warning
2026-05-26 12:39:27,user_087,192.168.1.11,GET,/api/products,200,682,page_view,Página cargada correctamente,normal
2026-05-26 12:39:47,user_082,192.168.1.11,GET,/api/profile,200,399,data_loaded,Datos cargados correctamente,normal
2026-05-26 12:41:37,user_114,192.168.1.12,GET,/dashboard,403,1302,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 12:41:51,admin_06,192.168.1.12,POST,/dashboard/admin,201,188,record_created,Registro creado correctamente,normal
2026-05-26 12:54:36,user_118,181.65.22.30,POST,/dashboard,201,629,record_created,Registro creado correctamente,normal
2026-05-26 12:56:14,user_044,181.65.22.30,GET,/api/students,200,404,page_view,Página cargada correctamente,normal
2026-05-26 13:00:07,user_018,200.48.10.5,POST,/api/orders,422,1407,validation_error,Error de validación en formulario,warning
2026-05-26 13:02:08,user_094,181.65.22.30,POST,/dashboard,401,1138,login_failed,Credenciales incorrectas,warning
2026-05-26 13:07:58,user_030,45.90.130.78,GET,/login,200,469,data_loaded,Datos cargados correctamente,normal
2026-05-26 13:11:17,user_022,200.48.10.6,POST,/api/payments,500,3282,enrollment_failed,Error crítico al procesar matrícula,critical
2026-05-26 13:11:42,user_005,10.0.0.16,POST,/api/products,201,490,record_created,Registro creado correctamente,normal
2026-05-26 13:15:58,user_043,45.90.130.78,GET,/api/enrollments,403,1448,unauthorized_access,Intento de acceso no autorizado,warning
2026-05-26 13:20:45,admin_07,45.90.130.78,POST,/api/notifications,201,112,record_created,Registro creado correctamente,normal
2026-05-26 13:28:33,user_107,10.0.0.16,POST,/api/notifications,200,571,login_success,Inicio de sesión correcto,normal
2026-05-26 13:41:34,user_003,10.0.0.16,GET,/api/inventory,200,133,page_view,Página cargada correctamente,normal
2026-05-26 13:54:40,user_004,45.90.130.77,GET,/dashboard/alumno,200,379,data_loaded,Datos cargados correctamente,normal
2026-05-26 14:09:38,user_109,192.168.1.10,POST,/api/notifications,200,169,login_success,Inicio de sesión correcto,normal
2026-05-26 14:13:22,user_077,192.168.1.11,GET,/api/products,200,343,data_loaded,Datos cargados correctamente,normal
