timestamp,user_id,ip,method,route,status_code,response_time_ms,event_type,message,severity,scenario,scenario_label,hour,day_of_week,minute,is_weekend,is_night,is_success,is_client_error,is_server_error,is_error,is_slow,is_very_slow,is_critical_route,is_auth_event,is_payment_event,is_warning_event,is_critical_event,is_login_failed,is_unauthorized,is_payment_failed,is_database_timeout,requests_by_ip,requests_by_user,requests_by_route,errors_by_ip,errors_by_route,failed_logins_by_ip,failed_logins_by_user,unauthorized_by_ip,payment_failures_by_route,avg_response_by_route,max_response_by_route,method_code,route_code,event_type_code,severity_code,risk_score
2026-05-25 22:10:18,normal_user_001,172.16.10.1,POST,/login,201,635.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,22,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1371,0,526,0,0,0,0,354.02990517870165,807.0,1,15,6,1,3
2026-05-25 22:15:02,normal_user_001,172.16.10.1,POST,/dashboard,200,576.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,22,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,678.3282532239156,8988.0,1,12,3,1,0
2026-05-25 22:18:48,normal_user_001,172.16.10.1,POST,/api/students,200,630.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,22,0,18,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,880,0,14,0,0,0,0,860.8193181818182,8836.0,1,11,3,1,3
2026-05-25 22:22:51,normal_user_001,172.16.10.1,POST,/dashboard/alumno,201,642.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,22,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,771,0,0,0,0,0,0,407.2295719844358,749.0,1,14,6,1,0
2026-05-25 22:27:01,normal_user_001,172.16.10.1,POST,/api/students,200,498.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,22,0,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,880,0,14,0,0,0,0,860.8193181818182,8836.0,1,11,3,1,3
2026-05-25 22:30:55,normal_user_001,172.16.10.1,GET,/api/inventory,200,619.0,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal,22,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,411.8440797186401,750.0,0,4,0,1,0
2026-05-25 22:34:41,normal_user_001,172.16.10.1,GET,/dashboard/alumno,200,320.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,22,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,771,0,0,0,0,0,0,407.2295719844358,749.0,0,14,4,1,0
2026-05-25 22:38:17,normal_user_001,172.16.10.1,GET,/,200,692.0,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal,22,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,830,0,0,0,0,0,0,410.0987951807229,750.0,0,0,0,1,0
2026-05-25 22:42:48,normal_user_001,172.16.10.1,POST,/api/notifications,200,315.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,22,0,42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,812,0,0,0,0,0,0,413.52093596059115,749.0,1,5,3,1,0
2026-05-25 22:46:13,normal_user_001,172.16.10.1,GET,/,200,324.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,22,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,830,0,0,0,0,0,0,410.0987951807229,750.0,0,0,4,1,0
2026-05-25 22:50:17,normal_user_001,172.16.10.1,GET,/api/products,200,162.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,22,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,804,0,1,0,0,0,0,435.71144278606965,1252.0,0,8,4,1,0
2026-05-25 22:54:45,normal_user_001,172.16.10.1,POST,/api/students,200,587.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,22,0,54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,880,0,14,0,0,0,0,860.8193181818182,8836.0,1,11,3,1,3
2026-05-25 22:58:26,normal_user_001,172.16.10.1,POST,/api/notifications,200,680.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,22,0,58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,812,0,0,0,0,0,0,413.52093596059115,749.0,1,5,3,1,0
2026-05-25 23:02:43,normal_user_001,172.16.10.1,POST,/api/inventory,200,506.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,23,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,411.8440797186401,750.0,1,4,3,1,0
2026-05-25 23:06:25,normal_user_001,172.16.10.1,GET,/login,200,531.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,23,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1371,0,526,0,0,0,0,354.02990517870165,807.0,0,15,4,1,3
2026-05-25 23:10:35,normal_user_001,172.16.10.1,POST,/api/reports,201,568.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,23,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1513,0,155,0,0,0,0,2871.3397224058162,8975.0,1,10,6,1,3
2026-05-25 23:14:59,normal_user_001,172.16.10.1,GET,/login,200,152.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,23,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1371,0,526,0,0,0,0,354.02990517870165,807.0,0,15,4,1,3
2026-05-25 23:18:38,normal_user_001,172.16.10.1,GET,/login,200,344.0,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal,23,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1371,0,526,0,0,0,0,354.02990517870165,807.0,0,15,0,1,3
2026-05-25 23:22:25,normal_user_001,172.16.10.1,POST,/api/profile,200,549.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,23,0,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,784,0,25,0,0,0,0,424.6198979591837,1971.0,1,9,3,1,3
2026-05-25 23:26:21,normal_user_001,172.16.10.1,POST,/dashboard,201,375.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,23,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,678.3282532239156,8988.0,1,12,6,1,0
2026-05-25 23:30:42,normal_user_001,172.16.10.1,POST,/login,200,543.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,23,0,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,1371,0,526,0,0,0,0,354.02990517870165,807.0,1,15,3,1,3
2026-05-25 23:34:48,normal_user_001,172.16.10.1,GET,/,200,643.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,23,0,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,830,0,0,0,0,0,0,410.0987951807229,750.0,0,0,4,1,0
2026-05-25 23:38:13,normal_user_001,172.16.10.1,GET,/dashboard/alumno,200,260.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,23,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,771,0,0,0,0,0,0,407.2295719844358,749.0,0,14,4,1,0
2026-05-25 23:42:39,normal_user_001,172.16.10.1,POST,/api/inventory,201,308.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,23,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,411.8440797186401,750.0,1,4,6,1,0
2026-05-25 23:46:38,normal_user_001,172.16.10.1,GET,/dashboard,200,478.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,23,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,678.3282532239156,8988.0,0,12,4,1,0
2026-05-25 23:50:13,normal_user_001,172.16.10.1,POST,/api/students,201,555.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,23,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,880,0,14,0,0,0,0,860.8193181818182,8836.0,1,11,6,1,3
2026-05-25 23:54:31,normal_user_001,172.16.10.1,POST,/api/profile,201,588.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,23,0,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,784,0,25,0,0,0,0,424.6198979591837,1971.0,1,9,6,1,3
2026-05-25 23:58:22,normal_user_001,172.16.10.1,POST,/api/students,200,312.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,23,0,58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,880,0,14,0,0,0,0,860.8193181818182,8836.0,1,11,3,1,3
2026-05-26 00:02:16,normal_user_001,172.16.10.1,GET,/api/products,200,148.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,804,0,1,0,0,0,0,435.71144278606965,1252.0,0,8,4,1,0
2026-05-26 00:06:16,normal_user_001,172.16.10.1,POST,/api/profile,201,633.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,784,0,25,0,0,0,0,424.6198979591837,1971.0,1,9,6,1,3
2026-05-26 00:10:23,normal_user_001,172.16.10.1,GET,/api/profile,200,172.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,0,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,784,0,25,0,0,0,0,424.6198979591837,1971.0,0,9,4,1,3
2026-05-26 00:14:24,normal_user_001,172.16.10.1,GET,/api/notifications,200,159.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,0,1,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,812,0,0,0,0,0,0,413.52093596059115,749.0,0,5,4,1,0
2026-05-26 00:18:56,normal_user_001,172.16.10.1,POST,/api/reports,200,212.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,0,1,18,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,1513,0,155,0,0,0,0,2871.3397224058162,8975.0,1,10,3,1,3
2026-05-26 00:22:49,normal_user_001,172.16.10.1,POST,/api/notifications,200,698.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,0,1,22,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,812,0,0,0,0,0,0,413.52093596059115,749.0,1,5,3,1,0
2026-05-26 00:26:15,normal_user_001,172.16.10.1,GET,/api/reports,200,687.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,0,1,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1513,0,155,0,0,0,0,2871.3397224058162,8975.0,0,10,4,1,3
2026-05-26 00:30:49,normal_user_001,172.16.10.1,GET,/api/students,200,299.0,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal,0,1,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,880,0,14,0,0,0,0,860.8193181818182,8836.0,0,11,0,1,3
2026-05-26 00:34:55,normal_user_001,172.16.10.1,GET,/dashboard/alumno,200,361.0,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal,0,1,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,771,0,0,0,0,0,0,407.2295719844358,749.0,0,14,0,1,0
2026-05-26 00:38:38,normal_user_001,172.16.10.1,POST,/api/students,200,558.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,0,1,38,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,880,0,14,0,0,0,0,860.8193181818182,8836.0,1,11,3,1,3
2026-05-26 00:42:33,normal_user_001,172.16.10.1,GET,/,200,559.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,0,1,42,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,830,0,0,0,0,0,0,410.0987951807229,750.0,0,0,4,1,0
2026-05-26 00:46:52,normal_user_001,172.16.10.1,GET,/login,200,640.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,0,1,46,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,1371,0,526,0,0,0,0,354.02990517870165,807.0,0,15,4,1,3
2026-05-26 00:50:26,normal_user_001,172.16.10.1,GET,/dashboard,200,447.0,data_loaded,Datos cargados correctamente,normal,normal_traffic,normal,0,1,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,678.3282532239156,8988.0,0,12,0,1,0
2026-05-26 00:54:17,normal_user_001,172.16.10.1,POST,/api/products,200,381.0,login_success,Inicio de sesión correcto,normal,normal_traffic,normal,0,1,54,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,90,804,0,1,0,0,0,0,435.71144278606965,1252.0,1,8,3,1,0
2026-05-26 00:58:23,normal_user_001,172.16.10.1,POST,/api/profile,201,399.0,record_created,Registro creado correctamente,normal,normal_traffic,normal,0,1,58,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,784,0,25,0,0,0,0,424.6198979591837,1971.0,1,9,6,1,3
2026-05-26 01:02:52,normal_user_001,172.16.10.1,GET,/api/profile,200,396.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,784,0,25,0,0,0,0,424.6198979591837,1971.0,0,9,4,1,3
2026-05-26 01:06:55,normal_user_001,172.16.10.1,GET,/dashboard,200,360.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,1,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,853,0,0,0,0,0,0,678.3282532239156,8988.0,0,12,4,1,0
2026-05-26 01:10:20,normal_user_001,172.16.10.1,GET,/api/profile,200,249.0,page_view,Página cargada correctamente,normal,normal_traffic,normal,1,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,784,0,25,0,0,0,0,424.6198979591837,1971.0,0,9,4,1,3
