incident_id,severity,severity_rank,incident_type,sources,detection_types,first_seen,last_seen,events_count,user_id,ip,method,route,status_code,max_response_time_ms,event_type,max_risk_score,min_anomaly_score,reason,recommendation
INC-00011,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage",2026-05-26 10:33:57,2026-05-26 10:33:57,5,user_039,190.12.45.11,POST,/api/enrollments,500,6755.0,payment_failed,29,-0.0191857841643993,"Se consolidaron 5 detecciones relacionadas en /api/enrollments. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00012,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage",2026-05-31 15:04:58,2026-05-31 15:04:58,5,admin_06,45.90.130.77,POST,/api/admin/users,500,6308.0,payment_failed,29,-0.067006753591618,"Se consolidaron 5 detecciones relacionadas en /api/admin/users. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00013,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage",2026-05-26 19:00:01,2026-05-26 19:00:01,5,user_033,10.0.0.15,POST,/api/enrollments,500,6241.0,payment_failed,29,-0.0270386724121548,"Se consolidaron 5 detecciones relacionadas en /api/enrollments. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00014,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage",2026-06-01 12:29:03,2026-06-01 12:29:03,5,user_101,10.0.0.16,POST,/api/admin/users,500,5998.0,payment_failed,29,-0.0324315282387827,"Se consolidaron 5 detecciones relacionadas en /api/admin/users. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00015,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage",2026-05-30 10:34:08,2026-05-30 10:34:08,5,user_071,181.65.22.31,POST,/api/admin/users,500,5627.0,payment_failed,29,-0.0366375917639563,"Se consolidaron 5 detecciones relacionadas en /api/admin/users. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00016,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage",2026-05-28 04:03:47,2026-05-28 04:03:47,5,user_069,10.0.0.15,POST,/api/database,500,5436.0,payment_failed,29,-0.0427114740111742,"Se consolidaron 5 detecciones relacionadas en /api/database. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly, payment_failure_outage.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00017,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-29 00:36:24,2026-05-29 00:36:24,5,user_076,10.0.0.16,GET,/api/database,503,7990.0,database_timeout,26,-0.0500413231947144,"Se consolidaron 5 detecciones relacionadas en /api/database. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00018,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-06-01 10:07:01,2026-06-01 10:07:01,5,user_076,10.0.0.15,GET,/api/database,503,7548.0,database_timeout,26,-0.0328096926473238,"Se consolidaron 5 detecciones relacionadas en /api/database. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00019,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-25 22:06:40,2026-05-25 22:06:40,5,user_081,45.90.130.77,GET,/api/admin/users,503,7096.0,database_timeout,26,-0.0577701190726215,"Se consolidaron 5 detecciones relacionadas en /api/admin/users. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00020,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-31 17:11:12,2026-05-31 17:11:12,5,user_036,190.12.45.10,GET,/api/payments,503,7033.0,database_timeout,26,-0.0748856803905981,"Se consolidaron 5 detecciones relacionadas en /api/payments. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00021,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-26 01:32:28,2026-05-26 01:32:28,5,user_113,10.0.0.15,GET,/api/admin/users,503,6880.0,database_timeout,26,-0.059957793899164,"Se consolidaron 5 detecciones relacionadas en /api/admin/users. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00022,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-29 07:17:57,2026-05-29 07:17:57,5,user_032,45.90.130.77,GET,/api/database,503,6509.0,database_timeout,26,-0.0301974640305392,"Se consolidaron 5 detecciones relacionadas en /api/database. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00023,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-31 11:28:59,2026-05-31 11:28:59,5,user_068,190.12.45.11,GET,/api/enrollments,503,6230.0,database_timeout,26,-0.0364217826567925,"Se consolidaron 5 detecciones relacionadas en /api/enrollments. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00024,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-06-01 06:14:41,2026-06-01 06:14:41,5,user_035,45.90.130.77,GET,/api/database,503,5417.0,database_timeout,26,-0.0375029236832188,"Se consolidaron 5 detecciones relacionadas en /api/database. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00025,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-31 07:50:43,2026-05-31 07:50:43,5,admin_02,190.12.45.11,GET,/api/admin/users,503,5349.0,database_timeout,26,-0.0518546888942413,"Se consolidaron 5 detecciones relacionadas en /api/admin/users. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00026,critical,2,database_timeout,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly",2026-05-29 22:27:37,2026-05-29 22:27:37,5,user_095,181.65.22.30,GET,/api/payments,503,5185.0,database_timeout,26,-0.0561213850317012,"Se consolidaron 5 detecciones relacionadas en /api/payments. Evento principal: database_timeout. Tipo de incidente: database_timeout. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, database_timeout, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00027,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, high_risk_score, ml_anomaly, payment_failure_outage, slow_response",2026-05-31 18:49:20,2026-05-31 18:49:20,5,user_085,181.65.22.31,POST,/api/admin/users,500,4445.0,payment_failed,26,-0.0380307329907014,"Se consolidaron 5 detecciones relacionadas en /api/admin/users. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, high_risk_score, ml_anomaly, payment_failure_outage, slow_response.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00028,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, high_risk_score, ml_anomaly, payment_failure_outage, slow_response",2026-05-31 03:21:26,2026-05-31 03:21:26,5,user_006,181.65.22.30,POST,/api/database,500,4398.0,payment_failed,26,-0.0343728584023342,"Se consolidaron 5 detecciones relacionadas en /api/database. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, high_risk_score, ml_anomaly, payment_failure_outage, slow_response.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00029,critical,2,payment_failure_outage,"ml_anomaly_detector, rule_engine","critical_route_server_error, high_risk_score, ml_anomaly, payment_failure_outage, slow_response",2026-05-30 01:30:12,2026-05-30 01:30:12,5,user_015,190.12.45.11,POST,/api/payments,500,3533.0,payment_failed,26,-0.0614276393230861,"Se consolidaron 5 detecciones relacionadas en /api/payments. Evento principal: payment_failed. Tipo de incidente: payment_failure_outage. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, high_risk_score, ml_anomaly, payment_failure_outage, slow_response.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00030,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-25 17:52:23,2026-05-25 17:52:23,4,user_054,10.0.0.15,GET,/api/payments,500,7927.0,server_error,26,-0.0295579712550629,"Se consolidaron 4 detecciones relacionadas en /api/payments. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00031,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-26 20:16:46,2026-05-26 20:16:46,4,user_075,190.12.45.11,GET,/api/database,500,7365.0,server_error,26,-0.0006412672227341,"Se consolidaron 4 detecciones relacionadas en /api/database. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00032,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-29 21:02:33,2026-05-29 21:02:33,4,admin_05,10.0.0.16,GET,/api/payments,500,7257.0,server_error,26,-0.0256098337411377,"Se consolidaron 4 detecciones relacionadas en /api/payments. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00033,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-06-01 09:03:03,2026-06-01 09:03:03,4,user_025,10.0.0.16,POST,/api/payments,500,7192.0,enrollment_failed,26,-0.0269480456851892,"Se consolidaron 4 detecciones relacionadas en /api/payments. Evento principal: enrollment_failed. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00034,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-28 23:45:12,2026-05-28 23:45:12,4,user_023,10.0.0.16,GET,/api/payments,500,7192.0,server_error,26,-0.0353838667290498,"Se consolidaron 4 detecciones relacionadas en /api/payments. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00035,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-30 09:33:38,2026-05-30 09:33:38,4,user_005,45.90.130.77,GET,/api/admin/users,500,6898.0,server_error,26,-0.0241225375347376,"Se consolidaron 4 detecciones relacionadas en /api/admin/users. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00036,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-30 03:53:47,2026-05-30 03:53:47,4,user_028,10.0.0.16,GET,/api/database,500,5967.0,server_error,26,-0.0247844373175654,"Se consolidaron 4 detecciones relacionadas en /api/database. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00037,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-27 17:13:55,2026-05-27 17:13:55,4,user_098,181.65.22.30,POST,/api/admin/users,500,5848.0,enrollment_failed,26,-0.0016132564418384,"Se consolidaron 4 detecciones relacionadas en /api/admin/users. Evento principal: enrollment_failed. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00038,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-06-01 06:47:05,2026-06-01 06:47:05,4,user_098,10.0.0.15,POST,/api/admin/users,500,5617.0,enrollment_failed,26,-0.0123432528465128,"Se consolidaron 4 detecciones relacionadas en /api/admin/users. Evento principal: enrollment_failed. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00039,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-31 05:24:40,2026-05-31 05:24:40,4,user_101,181.65.22.30,POST,/api/admin/users,500,5580.0,enrollment_failed,26,-0.0208300331738123,"Se consolidaron 4 detecciones relacionadas en /api/admin/users. Evento principal: enrollment_failed. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00040,critical,2,critical_route_server_error,"ml_anomaly_detector, rule_engine","critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly",2026-05-28 06:35:43,2026-05-28 06:35:43,4,user_022,10.0.0.15,GET,/api/payments,500,5446.0,server_error,26,-0.0259548236787866,"Se consolidaron 4 detecciones relacionadas en /api/payments. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: ml_anomaly_detector, rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score, ml_anomaly.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00041,critical,2,critical_route_server_error,rule_engine,"critical_route_server_error, critical_route_very_slow, high_risk_score",2026-05-31 06:58:57,2026-05-31 06:58:57,3,user_116,181.65.22.31,POST,/api/enrollments,500,7473.0,enrollment_failed,26,,"Se consolidaron 3 detecciones relacionadas en /api/enrollments. Evento principal: enrollment_failed. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00042,critical,2,critical_route_server_error,rule_engine,"critical_route_server_error, critical_route_very_slow, high_risk_score",2026-05-30 14:27:05,2026-05-30 14:27:05,3,user_021,181.65.22.31,GET,/api/enrollments,500,6344.0,server_error,26,,"Se consolidaron 3 detecciones relacionadas en /api/enrollments. Evento principal: server_error. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
INC-00043,critical,2,critical_route_server_error,rule_engine,"critical_route_server_error, critical_route_very_slow, high_risk_score",2026-05-27 04:36:59,2026-05-27 04:36:59,3,user_009,181.65.22.31,POST,/api/database,500,5284.0,enrollment_failed,26,,"Se consolidaron 3 detecciones relacionadas en /api/database. Evento principal: enrollment_failed. Tipo de incidente: critical_route_server_error. Severidad final: critical. Fuentes: rule_engine. Evidencias: critical_route_server_error, critical_route_very_slow, high_risk_score.","Revisar logs del backend, servicios relacionados y disponibilidad de la base de datos."
